name,dogFriendly,groceryStores,neighborsFriendly,parkingEasy,yard,communityEvents,sidewalks,walkNight,fiveYears,kidsOutside,car,restaurants,streets,holiday,quiet,wildlife
neighborhood195,0.28,0.81,0.41,0.22,0.76,0.42,0.63,0.21,0.27,0.24,0.25,0.37,0.05,0.39,0.36,0.41
neighborhood196,0.43,0.53,0.38,0.87,0.25,0.77,0.23,0.21,0.49,0.03,0.14,0.10,0.87,0.27,0.17,0.50
neighborhood197,0.41,0.10,0.60,0.71,0.79,0.01,0.72,0.73,0.76,0.47,0.20,0.98,0.97,0.60,0.75,0.96
neighborhood198,0.06,0.93,0.29,0.82,1.00,0.35,0.79,0.39,0.34,0.74,0.85,0.42,0.96,0.17,0.67,0.41
neighborhood199,0.55,0.44,0.21,0.34,0.82,0.56,0.21,0.61,0.34,0.41,0.63,0.45,0.16,0.27,0.83,0.87
neighborhood200,0.08,0.01,0.95,0.37,0.93,0.57,0.15,0.27,0.14,0.86,0.74,0.56,0.51,0.52,0.93,0.37
neighborhood201,0.95,0.80,0.25,0.67,0.88,0.96,0.29,0.81,0.43,0.03,0.66,0.62,0.11,0.43,0.20,0.17
neighborhood202,0.87,0.74,0.57,0.06,0.05,0.86,0.35,0.34,0.93,0.32,0.43,0.92,0.61,0.33,0.32,0.21
neighborhood203,0.48,0.38,0.47,0.91,0.96,0.51,0.16,0.47,0.11,0.98,0.44,0.93,0.99,0.01,0.42,0.56
neighborhood204,0.76,0.08,0.49,0.63,0.01,0.77,0.50,0.86,0.38,0.22,0.79,0.40,0.99,0.90,0.43,0.08
neighborhood205,0.67,0.21,0.45,0.56,0.39,0.67,0.90,0.87,0.82,0.16,0.74,0.77,0.65,0.11,0.48,0.88
neighborhood206,0.35,0.18,0.07,0.30,0.11,0.30,0.64,0.37,0.53,0.71,0.14,0.42,0.26,0.95,0.20,0.47
neighborhood207,0.31,0.76,0.39,0.50,0.80,0.31,0.73,0.35,0.69,0.22,0.15,0.61,0.82,0.26,0.98,0.81
neighborhood208,0.89,0.84,0.99,0.30,0.51,0.02,0.82,0.01,0.01,0.22,0.63,0.82,0.53,0.82,0.14,0.85
neighborhood209,0.12,0.34,0.07,0.47,0.36,0.36,0.57,0.73,0.70,0.46,0.27,0.94,0.08,0.17,0.22,0.57
neighborhood210,0.01,0.41,0.53,0.88,0.52,0.13,0.99,0.43,0.08,0.47,0.03,0.26,0.68,0.41,0.66,0.41
neighborhood211,0.27,0.68,0.68,0.20,0.83,0.32,0.10,0.31,0.51,0.33,0.07,0.92,0.84,0.48,0.45,0.53
neighborhood212,0.18,0.26,0.84,0.55,0.35,0.89,0.93,0.34,0.66,0.34,0.24,0.26,0.45,0.23,0.05,0.39
neighborhood213,0.69,0.73,0.43,0.33,0.04,0.03,0.68,0.66,0.67,0.25,0.58,0.50,0.53,0.68,0.77,0.63
neighborhood214,0.18,0.00,0.16,0.61,0.98,0.57,0.61,0.12,0.70,0.44,0.58,0.59,0.43,0.37,0.33,0.82
neighborhood215,0.24,0.83,0.89,0.82,0.02,0.89,0.52,0.44,0.73,0.47,0.87,0.13,0.09,0.74,0.74,0.31
neighborhood216,0.87,0.35,0.93,0.04,0.50,0.92,0.84,0.59,0.88,0.03,0.88,0.99,0.01,0.09,0.95,0.87
neighborhood217,0.23,0.62,0.99,0.66,0.12,0.80,0.47,0.49,0.21,0.76,0.94,0.04,0.62,0.80,0.64,0.46
neighborhood218,0.94,0.62,0.97,0.06,0.96,0.65,0.20,0.22,0.86,0.19,0.37,0.98,0.75,0.89,0.80,0.08
neighborhood219,0.76,0.38,0.57,0.67,0.32,0.89,0.18,0.88,0.92,0.84,0.36,0.48,0.40,0.54,0.35,0.51
neighborhood220,0.65,0.83,0.15,0.68,0.71,0.75,0.66,0.95,0.98,0.57,0.28,0.28,0.35,0.15,0.14,0.75
neighborhood221,0.18,0.98,0.21,0.86,0.84,0.75,0.71,0.75,0.89,0.95,0.29,0.67,0.05,0.86,0.23,0.23
neighborhood222,0.19,0.85,0.50,0.30,0.77,0.00,0.63,0.77,0.59,0.96,0.92,0.38,0.77,0.36,0.11,0.12
neighborhood223,0.76,0.22,0.65,0.87,0.25,0.33,0.34,0.14,0.57,0.97,0.81,0.99,0.43,0.60,0.50,0.33
neighborhood224,0.31,0.29,0.42,0.33,0.78,0.65,0.71,0.79,1.00,0.22,0.61,0.88,0.76,0.84,0.88,0.32
neighborhood225,0.05,0.61,0.84,0.09,0.77,0.88,0.84,0.02,0.70,0.81,0.47,0.59,0.93,0.08,0.73,0.15
neighborhood226,0.32,0.64,0.26,0.80,0.25,0.52,0.55,0.60,0.73,0.84,0.05,0.17,0.85,0.19,0.30,0.75
neighborhood227,0.05,0.77,0.89,0.25,0.95,0.01,0.99,0.13,0.45,0.53,0.44,0.30,0.21,0.42,0.13,0.20
neighborhood228,0.73,0.89,0.20,0.89,0.00,0.62,0.07,0.03,0.56,0.11,0.28,0.03,0.67,0.85,0.43,0.36
neighborhood229,0.70,0.91,0.69,0.41,0.32,0.83,0.71,0.23,0.30,0.46,0.49,0.31,0.73,0.78,0.05,0.09
neighborhood230,0.76,0.92,0.13,0.28,0.40,0.47,0.66,0.50,0.94,0.04,0.78,0.57,0.55,0.04,0.15,0.98
neighborhood231,0.77,0.55,0.13,0.78,0.43,0.44,0.92,0.29,0.13,0.82,0.67,0.03,0.65,0.62,0.42,0.89
neighborhood232,0.03,0.55,0.29,0.86,0.15,0.12,0.03,0.17,0.11,0.14,0.09,0.75,0.02,0.08,0.42,0.25
neighborhood233,0.64,0.12,0.44,0.72,0.06,0.35,0.96,0.71,1.00,0.75,0.21,0.25,0.06,0.71,0.06,0.66
neighborhood234,0.45,0.53,0.36,0.23,0.94,0.56,0.82,0.90,0.84,0.90,0.88,0.05,0.05,0.76,0.57,0.11
neighborhood235,0.05,0.37,0.20,0.74,0.74,0.20,0.95,0.95,0.35,0.46,0.20,0.05,0.63,0.03,0.97,0.26
neighborhood236,0.17,0.97,0.78,0.67,0.62,0.72,0.75,0.92,0.39,0.42,0.77,0.48,0.70,0.89,0.41,0.87
neighborhood237,0.25,0.13,0.43,0.29,0.50,0.61,0.69,0.90,0.18,0.56,0.68,0.92,0.30,0.01,0.03,0.80
neighborhood238,0.15,0.12,0.51,0.73,0.53,0.46,0.03,0.07,0.72,0.56,0.78,0.31,0.23,0.67,0.26,0.03
neighborhood239,0.30,0.99,0.23,0.57,0.35,0.41,0.12,0.68,0.90,0.99,0.47,0.94,0.19,0.50,0.18,0.00
neighborhood240,0.05,0.17,0.74,0.37,0.55,0.93,0.04,0.51,0.45,0.01,0.90,0.15,0.31,0.86,0.09,0.99
neighborhood241,0.94,0.34,0.78,0.80,0.20,0.02,0.94,0.60,0.73,0.49,0.26,0.18,0.93,0.69,0.04,0.49
neighborhood242,0.51,0.16,1.00,0.67,0.24,0.95,0.88,0.05,0.64,0.88,0.09,0.94,0.05,0.87,0.31,0.46
neighborhood243,0.47,0.67,0.16,0.93,0.91,0.82,0.52,0.23,0.24,0.17,0.78,0.89,0.83,0.72,0.20,0.67
neighborhood244,0.41,0.80,0.43,0.44,0.62,0.68,0.42,0.67,0.43,0.49,0.39,0.23,0.30,0.89,0.87,0.34
neighborhood245,0.67,0.14,0.92,0.54,0.06,0.63,0.63,0.60,0.69,0.78,0.90,0.15,0.83,0.06,0.71,0.95
neighborhood246,0.11,0.75,0.30,0.49,0.74,0.46,0.35,0.98,0.35,0.10,0.75,0.34,0.72,0.61,0.31,0.12
neighborhood247,0.16,0.62,0.26,0.31,0.89,0.97,0.93,0.83,0.38,0.51,0.52,0.71,0.17,0.07,0.57,0.67
neighborhood248,0.00,0.82,0.03,0.60,0.44,0.43,0.05,0.03,0.40,0.25,0.80,0.75,0.24,0.88,0.22,0.30
neighborhood249,0.96,0.00,0.29,0.67,0.84,0.66,0.74,0.36,0.04,0.37,0.23,0.20,0.54,0.48,0.09,0.80
neighborhood250,0.06,0.41,0.05,0.51,0.52,0.54,0.49,0.02,0.93,0.81,0.23,0.81,0.28,0.20,0.56,0.27
neighborhood251,0.91,0.30,0.55,0.39,0.73,0.02,0.91,0.96,0.98,0.15,0.44,0.02,0.82,0.42,0.13,0.73
neighborhood252,0.50,0.10,0.52,0.15,0.41,0.17,0.50,0.14,0.01,0.68,0.49,0.53,0.12,0.89,0.57,0.46
neighborhood253,0.50,0.75,0.40,0.59,0.34,0.22,0.44,0.79,0.73,0.36,0.20,0.56,0.13,0.13,0.41,0.72
neighborhood254,0.09,0.14,0.66,0.08,0.97,0.95,0.16,0.98,0.44,0.93,0.23,0.62,0.88,0.75,0.05,0.25
neighborhood255,0.30,0.91,0.80,0.57,0.14,0.88,0.12,0.90,1.00,0.13,0.10,0.07,0.14,0.71,0.77,0.14
neighborhood256,0.92,0.89,0.22,0.65,0.14,0.98,0.26,0.16,0.25,0.26,0.24,0.43,0.55,0.30,0.14,0.10
neighborhood257,0.52,0.66,0.35,0.82,1.00,0.51,0.77,0.25,0.02,0.82,0.85,0.04,0.90,0.73,0.80,0.19
neighborhood258,0.42,0.00,0.67,0.30,0.53,0.83,0.00,0.51,0.04,0.95,0.58,0.24,0.44,0.14,0.24,0.98
neighborhood259,0.02,0.01,0.67,0.38,0.80,0.43,0.98,0.83,0.20,0.58,0.30,0.99,0.07,0.73,0.79,0.45
neighborhood260,0.81,0.55,0.52,0.05,0.01,0.75,0.57,0.15,0.16,0.19,0.66,0.79,0.58,0.77,0.02,0.77
neighborhood261,0.37,0.93,0.93,0.20,0.14,0.41,0.29,0.55,0.44,0.23,0.40,0.05,0.90,0.84,0.14,0.63
neighborhood262,0.05,0.84,0.40,0.27,0.08,0.16,0.62,0.60,0.38,0.66,0.36,0.94,0.00,0.99,0.25,0.58
neighborhood263,0.27,0.95,0.15,0.91,0.70,0.47,0.35,0.52,0.58,0.47,0.76,0.42,0.03,0.19,0.40,0.01
neighborhood264,0.80,0.86,0.09,0.61,0.31,0.26,0.62,0.12,0.15,0.71,0.36,0.26,0.35,0.12,0.52,0.08
neighborhood265,0.44,0.80,0.28,0.85,0.23,0.35,0.67,0.02,0.61,0.55,0.86,0.83,0.84,0.18,0.19,0.92
neighborhood266,0.05,0.40,0.38,0.98,0.45,0.83,0.62,0.44,0.92,0.38,0.70,0.93,0.02,0.85,0.60,0.35
neighborhood267,1.00,0.78,0.49,0.46,0.68,0.30,0.61,0.91,0.58,0.28,0.74,0.90,0.03,0.12,0.80,0.66
neighborhood268,0.35,0.07,0.29,0.24,0.88,0.43,0.23,0.10,0.58,0.56,0.80,0.07,0.07,0.34,0.95,0.17
neighborhood269,0.03,0.42,0.05,0.27,0.80,0.14,0.26,0.65,0.85,0.50,0.11,0.65,0.48,0.88,0.47,0.10
neighborhood270,0.30,0.21,0.70,0.41,1.00,0.47,0.99,0.95,0.75,0.65,0.14,0.80,0.45,0.17,0.71,0.32
neighborhood271,0.20,0.13,0.91,0.27,0.50,0.93,0.99,0.22,0.34,0.41,0.46,0.31,0.51,0.95,0.47,0.48
neighborhood272,0.43,0.54,0.63,0.76,0.14,0.22,0.01,0.87,0.86,0.01,0.11,0.54,0.59,0.87,0.45,0.72
neighborhood273,0.08,0.71,0.89,0.06,0.46,0.98,0.36,0.85,0.13,0.37,0.12,0.59,0.09,0.99,0.66,0.98
neighborhood274,0.54,0.47,0.33,0.45,0.03,0.22,0.74,0.62,0.71,0.32,0.60,0.96,0.49,0.05,0.23,0.62
neighborhood275,0.70,0.07,0.59,0.28,0.41,0.27,0.89,0.43,0.75,0.68,0.17,0.46,0.57,0.16,0.32,0.50
neighborhood276,0.69,0.83,0.47,0.87,0.14,0.56,0.18,0.16,0.66,0.52,0.46,0.40,0.31,0.44,0.05,0.60
neighborhood277,0.14,0.26,0.77,0.85,0.30,0.57,0.64,0.31,0.72,0.33,0.04,0.24,0.56,0.65,0.58,0.57
neighborhood278,0.27,0.53,0.03,0.83,0.18,0.70,0.61,0.37,0.24,0.21,0.50,0.31,0.45,0.16,0.67,0.11
neighborhood279,0.91,0.39,0.59,0.47,0.10,0.02,0.68,0.44,0.42,0.58,0.83,0.93,0.84,0.30,0.39,0.49
neighborhood280,0.84,0.16,0.76,0.32,0.72,0.90,0.28,0.01,0.86,0.40,0.67,0.90,0.29,0.83,0.40,0.76
neighborhood281,0.95,0.10,0.78,0.07,0.44,0.48,0.32,0.74,0.74,0.35,0.26,0.28,0.58,0.36,0.95,0.86
neighborhood282,1.00,0.92,0.00,0.09,0.64,0.35,0.03,0.95,0.10,0.35,0.66,0.79,0.46,0.24,0.28,0.66
neighborhood283,0.95,0.10,0.51,0.61,0.70,0.99,0.38,0.21,0.84,0.60,0.21,0.29,0.87,0.59,0.19,0.61
neighborhood284,0.98,0.63,0.10,0.72,0.11,0.63,0.44,0.36,0.80,0.60,0.49,0.37,0.70,0.85,0.15,0.20
neighborhood285,0.83,0.85,0.46,0.50,0.12,0.74,0.49,0.94,0.71,0.83,0.55,0.81,0.64,0.75,0.65,0.59
neighborhood286,0.93,0.78,0.58,0.76,0.54,0.73,0.62,0.29,0.57,0.00,0.48,0.39,0.56,0.59,0.67,0.22
neighborhood287,0.43,0.34,0.81,0.45,0.08,0.10,0.19,0.21,0.93,0.72,0.24,0.63,0.25,0.70,0.74,0.30
neighborhood288,0.79,0.08,0.41,0.72,0.73,0.91,0.93,0.39,0.19,0.70,0.45,0.64,0.80,1.00,0.84,0.62
neighborhood289,0.73,0.62,0.53,0.82,0.11,0.29,0.25,0.10,0.06,0.75,0.51,0.77,0.01,0.59,0.38,0.89
neighborhood290,0.57,0.54,0.33,0.24,0.37,0.73,0.53,0.67,0.60,0.32,0.76,0.14,0.11,0.50,0.71,0.26
neighborhood291,0.39,0.54,0.86,0.53,0.94,0.19,0.08,0.66,0.60,0.65,0.51,0.04,0.50,0.60,0.58,0.38
neighborhood292,0.22,0.52,0.37,0.81,0.85,0.10,0.99,0.59,0.32,0.70,0.31,0.98,0.18,0.19,0.49,0.42
neighborhood293,0.86,0.09,0.56,0.55,0.16,0.16,0.73,0.72,0.69,0.12,0.98,0.18,0.57,0.24,0.92,0.30
neighborhood294,0.77,0.79,0.03,0.16,0.66,0.98,0.74,0.83,0.96,0.72,0.39,0.83,0.41,0.50,0.35,0.30
neighborhood295,0.95,0.70,0.61,0.34,0.08,0.37,0.95,0.13,0.65,0.59,0.42,0.13,0.74,0.63,0.15,0.65
neighborhood296,0.11,0.82,0.25,0.36,0.28,0.68,0.21,0.26,0.47,0.07,0.49,0.58,0.27,0.01,0.53,0.02
neighborhood297,0.45,0.68,0.34,0.45,0.32,0.14,0.11,0.15,0.81,0.77,0.58,0.67,0.18,0.72,0.28,0.25
neighborhood298,0.58,0.18,0.47,0.38,0.22,0.42,0.13,0.62,0.78,0.72,0.78,0.01,0.45,0.99,0.41,0.83
neighborhood299,0.58,0.07,0.78,0.82,0.15,0.74,0.75,0.82,0.70,0.82,0.28,0.82,0.44,0.08,0.51,0.77
neighborhood300,0.05,0.81,0.42,0.96,0.66,0.20,0.75,0.55,0.07,0.41,0.56,0.35,0.45,0.34,0.01,0.95
neighborhood301,0.35,0.52,0.42,0.42,0.58,0.50,0.87,0.76,0.61,0.75,0.95,0.21,0.50,0.53,0.56,0.04
neighborhood302,0.69,0.90,0.76,0.19,0.37,0.32,0.62,0.50,0.82,0.11,0.32,0.63,0.28,1.00,0.79,0.95
neighborhood303,0.33,0.47,1.00,0.48,0.86,0.34,0.25,0.22,0.28,0.26,0.29,0.99,0.80,0.56,0.16,0.43
neighborhood304,0.50,0.90,0.36,0.27,0.94,0.12,0.27,0.50,0.09,0.73,0.78,0.75,0.69,0.90,0.76,0.51
neighborhood305,0.94,0.29,0.59,0.10,0.42,0.30,0.88,0.57,0.83,0.14,0.88,0.39,0.98,0.18,0.83,0.02
neighborhood306,0.03,0.97,0.98,0.64,0.11,0.29,0.61,0.68,0.42,0.32,0.54,0.39,0.13,0.51,0.84,0.86
neighborhood307,0.97,0.81,0.92,0.68,0.24,0.76,0.21,0.49,0.56,0.79,0.79,0.32,0.68,0.58,0.41,0.75
neighborhood308,0.34,0.37,0.78,0.13,0.76,0.20,0.05,0.72,0.24,0.07,0.33,0.67,0.26,0.09,0.16,0.20
neighborhood309,0.73,0.34,0.97,0.94,0.41,0.31,0.52,0.16,0.24,0.59,0.44,0.24,0.17,0.95,0.86,0.63
neighborhood310,0.28,0.90,0.77,0.27,0.64,0.73,0.54,0.16,0.65,0.37,0.17,0.43,0.09,0.97,0.32,0.61
neighborhood311,0.03,0.07,0.53,1.00,0.28,0.19,0.89,0.46,0.17,0.64,0.32,0.85,0.70,0.47,0.45,0.69
neighborhood312,0.11,0.96,0.02,0.23,0.05,0.72,0.29,0.19,0.69,0.84,0.91,0.84,0.15,0.21,0.15,0.63
neighborhood313,0.29,0.48,0.67,0.09,0.61,0.69,0.21,0.50,0.84,0.39,0.12,0.05,0.16,0.74,0.83,0.27
neighborhood314,0.59,0.61,0.56,0.98,0.21,0.45,0.85,0.89,0.47,0.26,0.86,0.45,0.08,0.81,0.02,0.02
neighborhood315,0.13,0.83,0.80,0.04,0.16,0.37,0.62,0.89,0.66,0.56,0.64,0.26,0.22,0.49,0.99,0.80
neighborhood316,0.82,0.69,0.62,0.14,0.56,0.41,0.29,0.42,0.59,0.13,0.75,0.74,0.81,0.57,0.13,0.60
neighborhood317,0.58,0.38,0.39,0.12,0.84,0.23,0.60,0.33,0.07,0.56,0.81,0.96,0.38,0.35,0.24,0.95
neighborhood318,0.07,0.04,0.09,0.34,0.97,0.85,0.18,0.92,0.89,0.27,0.55,0.76,0.12,0.86,0.28,0.02
neighborhood319,0.53,0.33,0.69,0.94,0.59,0.55,0.02,0.12,0.86,0.20,0.68,0.16,0.37,0.30,0.13,0.94
neighborhood320,0.89,0.64,0.10,0.68,0.70,0.84,0.76,0.81,0.21,0.77,0.98,0.59,0.45,0.37,0.88,0.65
neighborhood321,0.37,0.29,0.67,0.74,0.99,0.13,0.41,0.07,0.08,0.03,0.25,0.21,0.94,0.71,0.07,0.97
neighborhood322,0.13,0.94,0.07,0.93,0.78,0.54,0.64,0.08,0.58,0.61,0.05,0.04,0.66,0.03,0.16,0.28
neighborhood323,0.80,0.24,0.49,0.76,0.02,0.04,0.06,0.51,0.73,0.28,0.15,0.32,0.87,0.72,0.04,0.08
neighborhood324,0.50,0.95,0.44,0.75,0.59,0.68,0.48,0.67,0.68,0.28,0.98,0.54,0.24,0.09,0.97,0.85
neighborhood325,0.99,0.96,0.33,0.80,0.35,0.22,0.61,0.62,0.04,0.75,0.46,0.43,0.19,0.74,0.91,0.45
neighborhood326,0.08,0.73,0.41,0.62,0.69,0.91,0.14,0.93,0.44,0.54,0.24,0.00,0.47,0.55,0.18,0.29
neighborhood327,0.37,0.97,0.46,0.00,0.77,0.76,0.67,0.55,0.89,0.85,0.14,0.46,0.77,0.90,0.29,0.25
neighborhood328,0.45,0.51,0.43,0.70,0.84,0.25,0.58,0.17,0.87,0.35,0.89,0.20,0.44,0.03,0.08,0.51
neighborhood329,0.06,0.74,0.60,0.51,0.25,0.70,0.01,0.81,0.91,0.87,0.64,0.07,0.13,0.58,0.73,0.18
neighborhood330,0.65,0.64,0.18,0.23,0.15,0.56,0.97,0.08,0.06,0.65,0.45,0.19,0.38,0.27,0.56,0.68
neighborhood331,0.43,0.97,0.29,0.36,0.84,0.39,0.04,0.78,0.99,0.65,0.65,0.01,0.77,0.26,0.47,0.33
neighborhood332,0.69,0.22,0.18,0.26,0.79,0.73,0.35,0.52,0.24,0.01,0.70,0.97,0.71,0.39,0.17,0.33
neighborhood333,0.20,0.87,0.60,0.93,0.99,0.71,0.29,0.25,0.33,0.18,0.22,0.06,0.92,0.97,0.23,0.55
neighborhood334,0.80,0.08,0.77,0.94,0.16,0.14,0.14,0.74,0.55,0.31,0.40,0.90,0.97,0.14,0.88,0.33
neighborhood335,0.80,0.19,0.24,0.20,0.43,0.53,0.06,0.56,0.18,0.48,0.52,0.31,0.15,0.01,0.55,0.07
neighborhood336,0.11,0.66,0.02,0.67,0.89,0.92,0.62,0.98,0.05,0.17,0.16,0.94,0.89,0.32,0.99,0.35
neighborhood337,0.83,0.08,0.57,0.79,0.93,0.86,0.47,0.90,0.05,0.29,0.29,0.62,0.56,0.57,0.77,0.78
neighborhood338,0.99,0.97,0.68,0.64,0.40,0.81,0.03,0.43,0.42,0.32,0.78,0.58,0.93,0.78,0.57,0.13
neighborhood339,0.98,0.33,0.90,0.07,0.05,0.96,0.92,0.16,0.79,0.32,0.65,0.38,0.11,0.18,0.03,0.46
neighborhood340,0.92,0.42,0.46,0.78,0.51,0.27,0.74,0.75,0.01,0.60,0.46,0.21,0.43,0.43,0.85,0.50
neighborhood341,0.55,0.12,0.76,0.06,0.83,0.13,0.70,0.33,0.20,0.07,0.97,0.72,0.18,0.43,0.59,0.86
neighborhood342,0.05,0.96,0.24,0.32,0.99,0.71,0.27,0.23,0.30,0.44,0.06,0.83,0.76,0.11,0.19,0.68
neighborhood343,0.81,0.38,0.57,0.56,0.03,0.51,0.68,0.66,0.19,0.64,0.56,0.59,0.68,0.36,0.35,0.39
neighborhood344,0.26,0.56,0.20,0.93,0.69,0.40,0.08,0.89,0.16,0.06,0.05,0.62,0.77,0.21,0.39,0.83
neighborhood345,0.25,0.49,0.88,0.37,0.97,0.54,0.76,0.80,0.98,0.31,0.51,0.30,0.59,0.10,0.99,0.06
neighborhood346,0.38,0.29,0.46,0.59,0.29,0.61,0.26,0.11,0.11,0.46,0.00,0.15,0.78,0.23,0.01,0.04
neighborhood347,0.53,0.37,0.97,0.06,0.78,0.61,0.23,0.08,0.68,0.23,0.54,0.61,0.90,0.85,0.83,0.67
neighborhood348,0.81,0.72,0.05,0.02,0.43,0.83,0.64,0.88,0.36,0.69,0.54,0.28,0.29,0.84,0.68,0.92
neighborhood349,0.29,0.99,0.03,0.74,0.30,0.16,0.06,0.83,0.39,0.06,0.99,0.35,0.69,0.57,0.15,0.41
neighborhood350,0.59,0.59,0.04,0.77,0.00,0.08,0.57,0.99,0.71,0.54,0.76,0.85,0.69,0.60,0.40,0.50
neighborhood351,0.15,0.31,0.21,0.78,0.48,0.45,0.26,0.70,0.79,0.00,0.86,0.37,0.51,0.41,0.51,0.35
neighborhood352,0.17,0.78,0.51,0.25,0.32,0.34,0.15,0.24,0.14,0.45,0.89,0.68,0.29,0.44,0.87,0.05
neighborhood353,0.11,0.59,0.89,0.17,0.64,0.52,0.59,0.55,0.88,0.24,0.05,0.52,0.92,0.23,0.35,0.34
neighborhood354,0.57,0.47,0.18,0.94,0.51,0.35,0.80,0.20,0.74,0.35,0.22,0.81,0.60,0.40,0.67,0.68
neighborhood355,0.19,0.67,0.05,0.93,0.46,0.84,0.32,1.00,0.10,0.22,0.14,0.35,0.34,0.34,0.89,0.74
neighborhood356,0.96,0.79,0.44,0.74,0.04,0.46,0.92,0.63,0.61,0.96,0.76,0.52,0.13,0.27,0.84,0.23
neighborhood357,0.48,0.73,0.12,0.70,0.95,0.49,0.76,0.72,0.24,0.98,0.75,0.09,0.71,0.43,0.48,0.09
neighborhood358,0.67,0.91,0.51,0.70,0.32,0.89,0.67,0.45,0.82,0.14,0.18,0.21,0.32,0.76,0.90,0.51
neighborhood359,0.35,0.05,0.96,0.77,0.89,0.33,0.19,0.16,0.05,0.52,0.38,0.49,0.51,0.67,0.39,0.82
neighborhood360,0.96,0.86,0.93,0.06,0.82,0.52,0.03,0.13,0.68,0.83,0.32,0.09,0.04,0.23,0.32,0.73
neighborhood361,0.22,0.60,0.30,0.16,0.31,0.85,0.27,0.68,0.39,0.84,0.40,0.78,0.92,0.93,0.37,0.71
neighborhood362,0.72,0.09,0.14,0.98,0.89,0.74,0.30,0.24,0.99,0.98,0.52,0.30,0.70,0.49,0.01,0.64
neighborhood363,0.86,0.53,0.95,0.76,0.41,0.02,0.64,0.07,0.48,0.11,0.53,0.07,0.77,0.47,0.35,0.98
neighborhood364,0.89,0.96,0.26,0.81,0.53,0.25,0.95,0.81,0.49,0.79,0.92,0.64,0.11,0.83,0.77,0.10
neighborhood365,0.10,0.14,0.75,0.64,0.18,0.15,0.51,0.50,0.29,0.10,0.01,0.60,0.67,0.80,0.36,0.96
neighborhood366,0.08,0.74,0.31,0.35,0.22,0.12,0.91,0.97,0.84,0.82,0.51,0.23,0.03,0.18,0.56,0.77
neighborhood367,0.69,0.79,0.55,0.42,0.29,0.11,0.14,0.61,0.78,0.91,0.70,0.02,0.93,0.47,0.13,0.48
neighborhood368,0.39,0.33,0.12,0.07,0.36,0.64,0.39,0.05,0.92,0.17,0.79,0.91,0.12,0.44,0.77,0.96
neighborhood369,0.06,0.33,1.00,0.29,0.74,0.36,0.97,0.62,0.45,0.27,0.44,0.96,0.36,0.62,0.05,0.85
neighborhood370,0.61,0.35,0.10,0.33,0.25,0.01,0.86,0.71,0.04,0.29,0.14,0.17,0.58,0.10,0.57,0.74
neighborhood371,0.31,0.76,0.40,0.63,0.01,0.96,0.80,0.57,0.54,0.99,0.27,0.53,0.51,0.98,0.96,0.13
neighborhood372,0.68,0.12,0.84,0.59,0.98,0.30,0.14,0.00,0.43,0.22,0.46,0.47,0.45,0.95,0.25,0.79
neighborhood373,0.74,1.00,0.53,0.40,0.98,0.06,0.74,0.11,0.83,0.09,0.52,0.01,0.06,0.89,0.88,0.74
neighborhood374,0.41,0.01,0.68,0.42,0.62,0.93,0.63,0.99,0.47,0.13,0.47,0.87,0.36,0.53,0.49,0.95
neighborhood375,0.73,0.74,0.50,0.67,0.55,0.18,0.80,0.84,0.87,0.85,0.36,0.35,0.37,0.88,0.99,0.21
neighborhood376,0.19,0.57,0.30,0.59,0.86,0.77,0.62,0.33,0.22,0.78,0.84,0.57,0.69,0.73,0.92,0.13
neighborhood377,0.46,0.37,0.09,0.39,0.23,0.35,0.62,0.65,0.59,0.05,0.84,0.58,0.44,0.92,0.78,0.81
neighborhood378,0.52,0.79,0.61,0.68,0.37,0.40,0.77,0.64,0.85,0.11,0.10,0.08,0.63,0.83,0.85,0.60
neighborhood379,0.20,0.02,0.20,0.63,0.46,0.18,0.93,0.67,0.07,0.29,0.56,0.89,0.60,0.97,0.61,0.09
neighborhood380,0.74,0.76,0.82,0.36,1.00,0.90,0.75,0.37,0.57,0.78,0.18,0.12,0.93,1.00,0.71,0.40
neighborhood381,0.97,0.21,0.29,0.67,0.32,0.68,0.34,0.56,0.75,0.22,0.46,0.40,0.74,0.83,0.84,0.84
neighborhood382,0.92,0.61,0.08,0.28,0.88,0.79,0.84,0.10,0.52,0.53,0.23,0.67,0.45,0.75,0.68,0.63
neighborhood383,0.85,0.77,0.90,0.47,0.27,0.87,0.08,0.22,0.36,0.19,0.91,0.72,0.37,0.77,0.07,0.48
neighborhood384,0.79,0.34,0.77,0.30,0.03,0.92,0.38,0.42,0.38,0.49,0.49,0.51,0.18,0.12,0.86,0.70
neighborhood385,0.27,0.51,0.15,0.25,0.06,0.04,0.10,0.71,0.63,0.93,0.28,0.23,0.80,0.73,0.81,0.08
neighborhood386,0.23,0.19,0.32,0.22,0.08,0.81,0.01,0.79,0.43,0.21,0.14,0.49,0.31,0.07,0.45,0.64
neighborhood387,0.83,0.80,0.49,0.68,0.36,0.77,0.61,0.11,0.45,0.46,0.68,0.47,0.75,0.26,0.38,0.58
neighborhood388,0.93,0.19,0.77,0.27,0.76,0.53,0.86,0.70,0.89,0.75,0.43,0.76,0.32,0.13,0.04,0.79
neighborhood389,0.97,0.52,0.63,0.08,0.85,0.46,0.39,0.31,0.66,0.51,0.53,0.48,0.13,0.29,0.76,0.27
